,Original Molecule,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance,Depositor Synonym List,Regular Synonym List,Synonym?
0,GEMIFLOXACIN,GEMIFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/9571107,FEATURED,"175463-14-6, 210353-54-1","204519-64-2, 210353-52-9, 214346-11-9",COMPOUND,YES,YES,YES
1,VILAZODONE,VILAZODONE,https://pubchem.ncbi.nlm.nih.gov/compound/6918314,FEATURED,163521-12-8,,COMPOUND,YES,YES,YES
2,DIPIVEFRINE,DIPIVEFRINE,https://pubchem.ncbi.nlm.nih.gov/compound/3105,FEATURED,52365-63-6,,COMPOUND,YES,YES,YES
3,TESTOSTERONE,TESTOSTERONE,https://pubchem.ncbi.nlm.nih.gov/compound/6013,FEATURED,58-22-0,1050678-68-6,COMPOUND,MISSING,MISSING,NO
4,EDARAVONE,EDARAVONE,https://pubchem.ncbi.nlm.nih.gov/compound/4021,FEATURED,"89-25-8
19735-89-8, 89-25-8","115566-83-1, 12235-58-4, 206195-95-1, 52224-17-6, 62495-97-0, 72134-66-8, 12235-58-4, 206195-95-1, 52224-17-6, 62495-97-0, 72134-66-8, 942-32-5; 19735-89-8",COMPOUND,YES,YES,YES
5,DONEPEZIL,DONEPEZIL,https://pubchem.ncbi.nlm.nih.gov/compound/3152,FEATURED,120014-06-4,,COMPOUND,NO,MISSING,NO
6,ETHANOL,ETHANOL,https://pubchem.ncbi.nlm.nih.gov/compound/702,FEATURED,"64-17-5, 68476-78-8, 1702-17-6, 68475-56-9, 2154-50-9, 2348-46-1, 16489-90-0, 163515-14-8","121182-78-3, 8000-16-6, 8024-45-1, 8000-16-6, 8024-45-1",COMPOUND,YES,YES,YES
7,BEPOTASTINE,BEPOTASTINE,https://pubchem.ncbi.nlm.nih.gov/compound/164522,FEATURED,"125602-71-3, 1070505-53-1",,COMPOUND,YES,YES,YES
8,DOFETILIDE,DOFETILIDE,https://pubchem.ncbi.nlm.nih.gov/compound/71329,FEATURED,115256-11-6,,COMPOUND,MISSING,MISSING,NO
9,,,,,,,,YES,YES,YES
10,,,,,,,,YES,YES,YES
11,,,,,,,,YES,YES,YES
12,,,,,,,,MISSING,YES,YES
13,,,,,,,,YES,YES,YES
14,,,,,,,,MISSING,YES,YES
15,,,,,,,,MISSING,YES,YES
16,,,,,,,,YES,YES,YES
17,,,,,,,,YES,YES,YES
18,,,,,,,,NO,MISSING,NO
19,,,,,,,,MISSING,MISSING,NO
20,,,,,,,,NO,MISSING,NO
21,,,,,,,,NO,MISSING,NO
22,,,,,,,,YES,YES,YES
23,,,,,,,,YES,YES,YES
24,,,,,,,,YES,YES,YES
25,,,,,,,,YES,YES,YES
26,,,,,,,,YES,YES,YES
27,,,,,,,,YES,YES,YES
28,,,,,,,,YES,YES,YES
29,,,,,,,,YES,YES,YES
30,,,,,,,,YES,YES,YES
31,,,,,,,,YES,YES,YES
32,,,,,,,,YES,YES,YES
33,,,,,,,,YES,YES,YES
34,,,,,,,,MISSING,MISSING,NO
35,,,,,,,,YES,YES,YES
36,,,,,,,,YES,YES,YES
37,,,,,,,,YES,YES,YES
38,,,,,,,,YES,YES,YES
39,,,,,,,,YES,YES,YES
40,,,,,,,,MISSING,YES,YES
41,,,,,,,,YES,YES,YES
42,,,,,,,,YES,YES,YES
43,,,,,,,,YES,YES,YES
44,,,,,,,,MISSING,YES,YES
45,,,,,,,,YES,YES,YES
46,,,,,,,,MISSING,YES,YES
47,,,,,,,,YES,YES,YES
48,,,,,,,,YES,YES,YES
49,,,,,,,,YES,YES,YES
50,,,,,,,,YES,YES,YES
51,,,,,,,,YES,YES,YES
52,,,,,,,,YES,YES,YES
53,,,,,,,,NO,MISSING,NO
54,,,,,,,,NO,MISSING,NO
55,,,,,,,,YES,YES,YES
56,,,,,,,,MISSING,YES,YES
57,,,,,,,,MISSING,YES,YES
58,,,,,,,,NO,MISSING,NO
59,,,,,,,,YES,YES,YES
60,,,,,,,,YES,YES,YES
61,,,,,,,,YES,YES,YES
62,,,,,,,,MISSING,YES,YES
63,,,,,,,,NO,NO,NO
64,,,,,,,,MISSING,YES,YES
65,,,,,,,,YES,YES,YES
66,,,,,,,,YES,YES,YES
67,,,,,,,,MISSING,YES,YES
68,,,,,,,,NO,YES,YES
69,,,,,,,,YES,YES,YES
70,,,,,,,,MISSING,YES,YES
71,,,,,,,,MISSING,YES,YES
72,,,,,,,,YES,YES,YES
73,,,,,,,,YES,YES,YES
74,,,,,,,,YES,YES,YES
75,,,,,,,,MISSING,YES,YES
76,,,,,,,,YES,YES,YES
77,,,,,,,,MISSING,YES,YES
78,,,,,,,,MISSING,YES,YES
79,,,,,,,,YES,YES,YES
80,,,,,,,,YES,YES,YES
81,,,,,,,,NO,NO,NO
82,,,,,,,,YES,YES,YES
83,,,,,,,,NO,MISSING,NO
84,,,,,,,,YES,YES,YES
85,,,,,,,,YES,YES,YES
86,,,,,,,,YES,YES,YES
87,,,,,,,,YES,YES,YES
88,,,,,,,,MISSING,YES,YES
89,,,,,,,,NO,NO,NO
90,,,,,,,,YES,YES,YES
91,,,,,,,,YES,YES,YES
92,,,,,,,,NO,NO,NO
93,,,,,,,,NO,NO,NO
94,,,,,,,,NO,NO,NO
95,,,,,,,,MISSING,MISSING,NO
96,,,,,,,,NO,MISSING,NO
97,,,,,,,,YES,YES,YES
98,,,,,,,,YES,YES,YES
99,,,,,,,,MISSING,YES,YES
100,,,,,,,,NO,MISSING,NO
101,,,,,,,,YES,YES,YES
102,,,,,,,,YES,YES,YES
103,,,,,,,,NO,NO,NO
104,,,,,,,,YES,YES,YES
105,,,,,,,,YES,YES,YES
106,,,,,,,,YES,YES,YES
107,,,,,,,,YES,YES,YES
108,,,,,,,,NO,MISSING,NO
109,,,,,,,,MISSING,YES,YES
110,,,,,,,,YES,YES,YES
111,,,,,,,,YES,YES,YES
112,,,,,,,,YES,YES,YES
113,,,,,,,,YES,YES,YES
114,,,,,,,,YES,YES,YES
115,,,,,,,,YES,YES,YES
116,,,,,,,,NO,MISSING,NO
117,,,,,,,,YES,YES,YES
118,,,,,,,,YES,YES,YES
119,,,,,,,,YES,YES,YES
120,,,,,,,,YES,YES,YES
121,,,,,,,,YES,YES,YES
122,,,,,,,,YES,YES,YES
123,,,,,,,,YES,YES,YES
124,,,,,,,,YES,YES,YES
125,,,,,,,,YES,YES,YES
126,,,,,,,,YES,YES,YES
127,,,,,,,,YES,YES,YES
128,,,,,,,,YES,YES,YES
129,,,,,,,,YES,YES,YES
130,,,,,,,,YES,YES,YES
131,,,,,,,,YES,YES,YES
132,,,,,,,,YES,YES,YES
133,,,,,,,,YES,YES,YES
134,,,,,,,,YES,YES,YES
135,,,,,,,,YES,YES,YES
136,,,,,,,,YES,YES,YES
137,,,,,,,,YES,YES,YES
138,,,,,,,,YES,YES,YES
139,,,,,,,,YES,YES,YES
140,,,,,,,,YES,YES,YES
141,,,,,,,,MISSING,YES,YES
142,,,,,,,,NO,MISSING,NO
143,,,,,,,,YES,YES,YES
144,,,,,,,,NO,MISSING,NO
145,,,,,,,,MISSING,YES,YES
146,,,,,,,,MISSING,MISSING,NO
147,,,,,,,,NO,MISSING,NO
148,,,,,,,,NO,NO,NO
149,,,,,,,,MISSING,MISSING,NO
150,,,,,,,,NO,NO,NO
151,,,,,,,,YES,YES,YES
152,,,,,,,,YES,YES,YES
153,,,,,,,,YES,YES,YES
154,,,,,,,,NO,NO,NO
155,,,,,,,,YES,YES,YES
156,,,,,,,,MISSING,YES,YES
157,,,,,,,,MISSING,YES,YES
158,,,,,,,,NO,NO,NO
159,,,,,,,,NO,NO,NO
160,,,,,,,,NO,NO,NO
161,,,,,,,,MISSING,MISSING,NO
162,,,,,,,,NO,NO,NO
163,,,,,,,,NO,NO,NO
164,,,,,,,,YES,YES,YES
165,,,,,,,,MISSING,MISSING,NO
166,,,,,,,,MISSING,MISSING,NO
167,,,,,,,,MISSING,MISSING,NO
168,,,,,,,,NO,MISSING,NO
169,,,,,,,,YES,YES,YES
170,,,,,,,,YES,YES,YES
171,,,,,,,,MISSING,MISSING,NO
172,,,,,,,,NO,MISSING,NO
173,,,,,,,,NO,MISSING,NO
174,,,,,,,,YES,YES,YES
175,,,,,,,,MISSING,MISSING,NO
176,,,,,,,,YES,YES,YES
177,,,,,,,,YES,YES,YES
178,,,,,,,,NO,NO,NO
179,,,,,,,,YES,YES,YES
180,,,,,,,,YES,YES,YES
181,,,,,,,,YES,YES,YES
182,,,,,,,,MISSING,YES,YES
183,,,,,,,,YES,YES,YES
184,,,,,,,,MISSING,YES,YES
185,,,,,,,,MISSING,YES,YES
186,,,,,,,,MISSING,YES,YES
187,,,,,,,,MISSING,YES,YES
188,,,,,,,,NO,MISSING,NO
189,,,,,,,,NO,MISSING,NO
190,,,,,,,,MISSING,YES,YES
191,,,,,,,,YES,YES,YES
192,,,,,,,,NO,MISSING,NO
193,,,,,,,,YES,YES,YES
194,,,,,,,,YES,YES,YES
195,,,,,,,,YES,YES,YES
196,,,,,,,,YES,YES,YES
197,,,,,,,,YES,YES,YES
198,,,,,,,,NO,MISSING,NO
199,,,,,,,,YES,YES,YES
200,,,,,,,,YES,YES,YES
201,,,,,,,,NO,NO,NO
202,,,,,,,,YES,YES,YES
203,,,,,,,,NO,NO,NO
204,,,,,,,,MISSING,YES,YES
205,,,,,,,,YES,YES,YES
206,,,,,,,,YES,YES,YES
207,,,,,,,,MISSING,YES,YES
208,,,,,,,,MISSING,MISSING,NO
209,,,,,,,,MISSING,YES,YES
210,,,,,,,,MISSING,YES,YES
211,,,,,,,,YES,YES,YES
212,,,,,,,,YES,YES,YES
213,,,,,,,,YES,YES,YES
214,,,,,,,,YES,YES,YES
215,,,,,,,,NO,NO,NO
216,,,,,,,,YES,YES,YES
217,,,,,,,,YES,YES,YES
218,,,,,,,,MISSING,YES,YES
219,,,,,,,,YES,YES,YES
220,,,,,,,,YES,YES,YES
221,,,,,,,,MISSING,YES,YES
222,,,,,,,,YES,YES,YES
223,,,,,,,,MISSING,YES,YES
224,,,,,,,,MISSING,YES,YES
225,,,,,,,,MISSING,YES,YES
226,,,,,,,,YES,YES,YES
227,,,,,,,,YES,YES,YES
228,,,,,,,,YES,YES,YES
229,,,,,,,,YES,YES,YES
230,,,,,,,,YES,YES,YES
231,,,,,,,,YES,YES,YES
232,,,,,,,,MISSING,YES,YES
233,,,,,,,,NO,MISSING,NO
234,,,,,,,,YES,YES,YES
235,,,,,,,,YES,YES,YES
236,,,,,,,,YES,YES,YES
237,,,,,,,,YES,YES,YES
238,,,,,,,,NO,NO,NO
239,,,,,,,,YES,YES,YES
240,,,,,,,,YES,YES,YES
241,,,,,,,,YES,YES,YES
242,,,,,,,,YES,YES,YES
243,,,,,,,,YES,YES,YES
244,,,,,,,,YES,YES,YES
245,,,,,,,,YES,YES,YES
246,,,,,,,,NO,NO,NO
247,,,,,,,,MISSING,MISSING,NO
248,,,,,,,,MISSING,NO,NO
249,,,,,,,,MISSING,MISSING,NO
250,,,,,,,,NO,NO,NO
251,,,,,,,,MISSING,MISSING,NO
252,,,,,,,,MISSING,YES,YES
253,,,,,,,,MISSING,YES,YES
254,,,,,,,,YES,YES,YES
255,,,,,,,,MISSING,MISSING,NO
256,,,,,,,,YES,YES,YES
257,,,,,,,,MISSING,YES,YES
258,,,,,,,,NO,MISSING,NO
259,,,,,,,,MISSING,MISSING,NO
260,,,,,,,,YES,YES,YES
261,,,,,,,,YES,YES,YES
262,,,,,,,,YES,YES,YES
263,,,,,,,,NO,MISSING,NO
264,,,,,,,,MISSING,YES,YES
265,,,,,,,,NO,MISSING,NO
266,,,,,,,,YES,YES,YES
267,,,,,,,,MISSING,YES,YES
268,,,,,,,,YES,YES,YES
269,,,,,,,,YES,YES,YES
270,,,,,,,,MISSING,YES,YES
271,,,,,,,,MISSING,YES,YES
272,,,,,,,,YES,YES,YES
273,,,,,,,,NO,MISSING,NO
274,,,,,,,,YES,YES,YES
275,,,,,,,,YES,YES,YES
276,,,,,,,,YES,YES,YES
277,,,,,,,,MISSING,YES,YES
278,,,,,,,,NO,NO,NO
279,,,,,,,,MISSING,YES,YES
280,,,,,,,,NO,NO,NO
281,,,,,,,,MISSING,YES,YES
282,,,,,,,,YES,YES,YES
283,,,,,,,,YES,YES,YES
284,,,,,,,,YES,YES,YES
285,,,,,,,,YES,YES,YES
286,,,,,,,,YES,YES,YES
287,,,,,,,,YES,YES,YES
288,,,,,,,,YES,YES,YES
289,,,,,,,,YES,YES,YES
290,,,,,,,,YES,YES,YES
291,,,,,,,,YES,YES,YES
292,,,,,,,,YES,YES,YES
293,,,,,,,,YES,YES,YES
294,,,,,,,,MISSING,YES,YES
295,,,,,,,,MISSING,YES,YES
296,,,,,,,,YES,YES,YES
297,,,,,,,,YES,YES,YES
298,,,,,,,,YES,YES,YES
299,,,,,,,,YES,YES,YES
300,,,,,,,,YES,YES,YES
301,,,,,,,,YES,YES,YES
302,,,,,,,,NO,MISSING,NO
303,,,,,,,,YES,YES,YES
304,,,,,,,,YES,YES,YES
305,,,,,,,,MISSING,YES,YES
306,,,,,,,,YES,YES,YES
307,,,,,,,,MISSING,YES,YES
308,,,,,,,,YES,YES,YES
309,,,,,,,,YES,YES,YES
310,,,,,,,,NO,MISSING,NO
311,,,,,,,,NO,MISSING,NO
312,,,,,,,,MISSING,YES,YES
313,,,,,,,,YES,YES,YES
314,,,,,,,,MISSING,YES,YES
315,,,,,,,,MISSING,MISSING,NO
316,,,,,,,,MISSING,MISSING,NO
317,,,,,,,,MISSING,MISSING,NO
318,,,,,,,,YES,YES,YES
319,,,,,,,,YES,YES,YES
320,,,,,,,,NO,NO,NO
321,,,,,,,,YES,YES,YES
322,,,,,,,,YES,YES,YES
323,,,,,,,,YES,YES,YES
324,,,,,,,,YES,YES,YES
325,,,,,,,,YES,YES,YES
326,,,,,,,,YES,YES,YES
327,,,,,,,,YES,YES,YES
328,,,,,,,,YES,YES,YES
329,,,,,,,,MISSING,YES,YES
330,,,,,,,,MISSING,MISSING,NO
331,,,,,,,,MISSING,YES,YES
332,,,,,,,,YES,YES,YES
333,,,,,,,,NO,MISSING,NO
334,,,,,,,,YES,YES,YES
335,,,,,,,,MISSING,MISSING,NO
336,,,,,,,,YES,YES,YES
337,,,,,,,,YES,YES,YES
338,,,,,,,,YES,YES,YES
339,,,,,,,,MISSING,MISSING,NO
340,,,,,,,,MISSING,MISSING,NO
341,,,,,,,,MISSING,YES,YES
342,,,,,,,,NO,NO,NO
343,,,,,,,,NO,MISSING,NO
344,,,,,,,,MISSING,MISSING,NO
345,,,,,,,,MISSING,YES,YES
346,,,,,,,,YES,YES,YES
347,,,,,,,,MISSING,YES,YES
348,,,,,,,,YES,YES,YES
349,,,,,,,,YES,YES,YES
350,,,,,,,,YES,YES,YES
351,,,,,,,,YES,YES,YES
352,,,,,,,,YES,YES,YES
353,,,,,,,,MISSING,YES,YES
354,,,,,,,,YES,YES,YES
355,,,,,,,,YES,YES,YES
356,,,,,,,,YES,YES,YES
357,,,,,,,,YES,YES,YES
358,,,,,,,,YES,YES,YES
359,,,,,,,,YES,YES,YES
360,,,,,,,,YES,YES,YES
361,,,,,,,,NO,MISSING,NO
362,,,,,,,,YES,YES,YES
363,,,,,,,,YES,YES,YES
364,,,,,,,,YES,YES,YES
365,,,,,,,,YES,YES,YES
366,,,,,,,,YES,YES,YES
367,,,,,,,,MISSING,YES,YES
368,,,,,,,,YES,YES,YES
369,,,,,,,,YES,YES,YES
370,,,,,,,,YES,YES,YES
371,,,,,,,,YES,YES,YES
372,,,,,,,,YES,YES,YES
373,,,,,,,,YES,YES,YES
374,,,,,,,,YES,YES,YES
375,,,,,,,,NO,NO,NO
376,,,,,,,,YES,YES,YES
377,,,,,,,,MISSING,MISSING,NO
378,,,,,,,,YES,YES,YES
379,,,,,,,,MISSING,YES,YES
380,,,,,,,,MISSING,YES,YES
381,,,,,,,,YES,YES,YES
382,,,,,,,,YES,YES,YES
383,,,,,,,,YES,YES,YES
384,,,,,,,,NO,MISSING,NO
385,,,,,,,,YES,YES,YES
386,,,,,,,,MISSING,YES,YES
387,,,,,,,,YES,YES,YES
388,,,,,,,,NO,MISSING,NO
389,,,,,,,,YES,YES,YES
390,,,,,,,,NO,MISSING,NO
391,,,,,,,,YES,YES,YES
392,,,,,,,,YES,YES,YES
393,,,,,,,,NO,NO,NO
394,,,,,,,,YES,YES,YES
395,,,,,,,,YES,YES,YES
396,,,,,,,,YES,YES,YES
397,,,,,,,,YES,YES,YES
398,,,,,,,,YES,YES,YES
399,,,,,,,,NO,MISSING,NO
400,,,,,,,,MISSING,YES,YES
401,,,,,,,,NO,MISSING,NO
402,,,,,,,,YES,YES,YES
403,,,,,,,,YES,YES,YES
404,,,,,,,,YES,YES,YES
405,,,,,,,,MISSING,YES,YES
406,,,,,,,,YES,YES,YES
407,,,,,,,,MISSING,YES,YES
408,,,,,,,,MISSING,MISSING,NO
409,,,,,,,,YES,YES,YES
410,,,,,,,,YES,YES,YES
411,,,,,,,,NO,YES,YES
412,,,,,,,,YES,YES,YES
413,,,,,,,,YES,YES,YES
414,,,,,,,,MISSING,YES,YES
415,,,,,,,,YES,YES,YES
416,,,,,,,,NO,YES,YES
417,,,,,,,,YES,YES,YES
418,,,,,,,,MISSING,YES,YES
419,,,,,,,,MISSING,YES,YES
420,,,,,,,,YES,YES,YES
421,,,,,,,,NO,MISSING,NO
422,,,,,,,,YES,YES,YES
423,,,,,,,,MISSING,YES,YES
424,,,,,,,,YES,YES,YES
425,,,,,,,,YES,YES,YES
426,,,,,,,,YES,YES,YES
427,,,,,,,,YES,YES,YES
428,,,,,,,,YES,YES,YES
429,,,,,,,,YES,YES,YES
430,,,,,,,,YES,YES,YES
431,,,,,,,,NO,NO,NO
432,,,,,,,,YES,YES,YES
433,,,,,,,,YES,YES,YES
434,,,,,,,,NO,NO,NO
435,,,,,,,,YES,YES,YES
436,,,,,,,,YES,YES,YES
437,,,,,,,,NO,MISSING,NO
438,,,,,,,,YES,YES,YES
439,,,,,,,,YES,YES,YES
440,,,,,,,,NO,NO,NO
441,,,,,,,,YES,YES,YES
442,,,,,,,,MISSING,YES,YES
443,,,,,,,,YES,YES,YES
444,,,,,,,,YES,YES,YES
445,,,,,,,,YES,YES,YES
446,,,,,,,,MISSING,YES,YES
447,,,,,,,,YES,YES,YES
448,,,,,,,,NO,NO,NO
449,,,,,,,,NO,NO,NO
450,,,,,,,,YES,YES,YES
451,,,,,,,,NO,MISSING,NO
452,,,,,,,,NO,MISSING,NO
453,,,,,,,,YES,YES,YES
454,,,,,,,,MISSING,YES,YES
455,,,,,,,,MISSING,YES,YES
456,,,,,,,,YES,YES,YES
457,,,,,,,,NO,MISSING,NO
458,,,,,,,,MISSING,MISSING,NO
459,,,,,,,,MISSING,YES,YES
460,,,,,,,,NO,MISSING,NO
461,,,,,,,,MISSING,YES,YES
462,,,,,,,,YES,YES,YES
463,,,,,,,,YES,YES,YES
464,,,,,,,,YES,YES,YES
465,,,,,,,,YES,YES,YES
466,,,,,,,,YES,YES,YES
467,,,,,,,,YES,YES,YES
468,,,,,,,,YES,YES,YES
469,,,,,,,,YES,YES,YES
470,,,,,,,,YES,YES,YES
471,,,,,,,,YES,YES,YES
472,,,,,,,,YES,YES,YES
473,,,,,,,,YES,YES,YES
474,,,,,,,,YES,YES,YES
475,,,,,,,,YES,YES,YES
476,,,,,,,,MISSING,YES,YES
477,,,,,,,,YES,YES,YES
478,,,,,,,,YES,YES,YES
479,,,,,,,,YES,YES,YES
480,,,,,,,,YES,YES,YES
481,,,,,,,,YES,YES,YES
482,,,,,,,,YES,YES,YES
483,,,,,,,,YES,YES,YES
484,,,,,,,,YES,YES,YES
485,,,,,,,,YES,YES,YES
486,,,,,,,,YES,YES,YES
487,,,,,,,,YES,YES,YES
488,,,,,,,,YES,YES,YES
489,,,,,,,,YES,YES,YES
490,,,,,,,,YES,YES,YES
491,,,,,,,,YES,YES,YES
492,,,,,,,,MISSING,YES,YES
493,,,,,,,,MISSING,YES,YES
494,,,,,,,,NO,MISSING,NO
495,,,,,,,,NO,NO,NO
496,,,,,,,,YES,YES,YES
497,,,,,,,,YES,YES,YES
498,,,,,,,,YES,YES,YES
499,,,,,,,,MISSING,YES,YES
500,,,,,,,,MISSING,YES,YES
501,,,,,,,,YES,YES,YES
502,,,,,,,,YES,YES,YES
503,,,,,,,,MISSING,YES,YES
504,,,,,,,,YES,YES,YES
505,,,,,,,,MISSING,YES,YES
506,,,,,,,,YES,YES,YES
507,,,,,,,,YES,YES,YES
508,,,,,,,,MISSING,YES,YES
509,,,,,,,,NO,MISSING,NO
510,,,,,,,,MISSING,YES,YES
511,,,,,,,,YES,YES,YES
512,,,,,,,,YES,YES,YES
513,,,,,,,,YES,YES,YES
514,,,,,,,,YES,YES,YES
515,,,,,,,,YES,YES,YES
516,,,,,,,,NO,NO,NO
517,,,,,,,,YES,YES,YES
518,,,,,,,,YES,YES,YES
519,,,,,,,,YES,YES,YES
520,,,,,,,,YES,YES,YES
521,,,,,,,,YES,YES,YES
522,,,,,,,,YES,YES,YES
523,,,,,,,,YES,YES,YES
524,,,,,,,,YES,YES,YES
525,,,,,,,,YES,YES,YES
526,,,,,,,,YES,YES,YES
527,,,,,,,,YES,YES,YES
528,,,,,,,,YES,YES,YES
529,,,,,,,,YES,YES,YES
530,,,,,,,,YES,YES,YES
531,,,,,,,,YES,YES,YES
532,,,,,,,,YES,YES,YES
533,,,,,,,,YES,YES,YES
534,,,,,,,,YES,YES,YES
535,,,,,,,,YES,YES,YES
536,,,,,,,,YES,YES,YES
537,,,,,,,,YES,YES,YES
538,,,,,,,,MISSING,MISSING,NO
539,,,,,,,,YES,YES,YES
540,,,,,,,,YES,YES,YES
541,,,,,,,,YES,YES,YES
542,,,,,,,,NO,MISSING,NO
543,,,,,,,,YES,YES,YES
544,,,,,,,,MISSING,YES,YES
545,,,,,,,,MISSING,YES,YES
546,,,,,,,,YES,YES,YES
547,,,,,,,,YES,YES,YES
548,,,,,,,,YES,YES,YES
549,,,,,,,,YES,YES,YES
550,,,,,,,,YES,YES,YES
551,,,,,,,,YES,YES,YES
552,,,,,,,,YES,YES,YES
553,,,,,,,,YES,YES,YES
554,,,,,,,,YES,YES,YES
